City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
348,Waitara,NZ,-38.925,174.25,56.71,74,99,15.52,overcast clouds
349,Ugoofaaru,MV,5.6667,73.0,81.12,78,96,11.63,overcast clouds
350,Mangrol,IN,21.1167,70.1167,80.38,88,100,13.4,overcast clouds
351,Flinders,AU,-34.5833,150.8552,71.8,74,100,3.0,overcast clouds
352,General Roca,AR,-39.0333,-67.5833,59.4,41,98,22.7,overcast clouds
353,Santa Lucia,ES,27.9117,-15.5407,66.11,82,20,26.46,few clouds
354,Oum Hadjer,TD,13.2954,19.6966,81.72,22,5,4.07,clear sky
355,Barreirinha,BR,-2.7933,-57.07,78.13,78,100,1.83,overcast clouds
356,Nata,PA,8.3333,-80.5167,76.46,94,100,5.23,overcast clouds
357,Tongzhou,CN,39.9053,116.5994,68.43,38,0,8.95,light rain
358,Krasnoarmeyskoye,RU,52.7182,50.0322,45.75,72,100,5.46,overcast clouds
359,Tura,IN,25.5198,90.2201,75.22,83,98,1.68,overcast clouds
360,Idritsa,RU,56.3316,28.8988,38.48,95,8,5.68,clear sky
361,Balkanabat,TM,39.5108,54.3671,60.89,44,8,8.41,clear sky
362,Tetela De Ocampo,MX,19.8167,-97.8,63.63,97,95,2.98,overcast clouds
363,Mudigere,IN,13.1333,75.6333,64.83,96,44,2.17,scattered clouds
364,Firovo,RU,57.4814,33.7021,36.25,96,86,4.65,overcast clouds
365,Bolobo,CD,-2.1667,16.2333,69.87,96,100,2.28,overcast clouds
366,Carlisle,US,40.2015,-77.1889,58.98,82,62,2.89,broken clouds
367,Chazuta,PE,-6.5742,-76.1367,79.65,83,72,1.1,broken clouds
368,Komsomolskiy,UZ,40.4272,71.7189,61.52,51,54,4.61,broken clouds
369,Maridi,SS,4.9158,29.4742,65.43,91,97,4.68,overcast clouds
370,Shingu,JP,33.7333,135.9833,77.99,66,100,4.68,overcast clouds
371,Grand Gaube,MU,-20.0064,57.6608,72.0,73,95,8.99,light rain
372,Klaksvik,FO,62.2266,-6.589,49.12,81,20,18.57,few clouds
373,Gopalpur,IN,19.2667,84.9167,80.15,85,87,4.32,overcast clouds
374,Puerto Suarez,BO,-18.95,-57.8,87.82,35,2,3.62,clear sky
375,Jumla,NP,29.2747,82.1838,58.03,90,29,2.59,scattered clouds
376,Acari,PE,-15.4311,-74.6158,67.32,72,22,3.09,few clouds
377,Dingle,PH,10.9995,122.6711,83.91,76,75,2.1,broken clouds
378,Sayyan,YE,15.1718,44.3244,60.69,46,100,1.43,overcast clouds
379,Toshkivka,UA,48.7791,38.579,42.48,65,1,4.27,clear sky
380,Casino,AU,-28.8667,153.05,73.22,64,71,10.36,broken clouds
381,Ulladulla,AU,-35.35,150.4667,72.77,55,43,4.88,scattered clouds
382,Lazaro Cardenas,MX,17.9583,-102.2,80.58,81,8,2.33,clear sky
383,Kulhudhuffushi,MV,6.6221,73.07,81.79,77,100,14.52,overcast clouds
384,Bathsheba,BB,13.2167,-59.5167,84.81,74,75,17.27,broken clouds
385,Belaya Gora,RU,68.5333,146.4167,29.14,45,7,10.8,clear sky
386,Vyssi Brod,CZ,48.616,14.3118,44.4,75,91,1.14,overcast clouds
387,Kieta,PG,-6.2167,155.6333,81.1,81,100,4.36,light rain
388,Yantal,RU,56.8471,105.2542,33.21,78,11,2.89,few clouds
389,Port Hedland,AU,-20.3167,118.5667,82.45,65,5,11.5,clear sky
390,Moramanga,MG,-18.9333,48.2,56.8,89,92,0.87,overcast clouds
391,Cascais,PT,38.6979,-9.4215,63.46,68,100,11.99,overcast clouds
392,Uyuni,BO,-20.4597,-66.825,54.1,16,0,7.63,clear sky
393,Beruwala,LK,6.4788,79.9828,79.47,84,100,5.61,overcast clouds
394,Seoul,KR,37.5683,126.9778,72.97,64,0,10.36,clear sky
395,Changji,CN,44.0167,87.3167,66.99,30,0,13.42,clear sky
396,Ucluelet,CA,48.9329,-125.5528,58.08,84,0,6.91,clear sky
397,Whitehorse,CA,60.7161,-135.0538,43.57,78,75,13.0,broken clouds
398,Bengkulu,ID,-3.8004,102.2655,76.41,84,100,4.32,overcast clouds
399,Ahipara,NZ,-35.1667,173.1667,60.67,53,0,6.15,clear sky
400,Cockburn Town,TC,21.4612,-71.1419,83.43,71,4,13.73,clear sky
401,Pangai,TO,-19.8,-174.35,78.91,69,75,14.97,broken clouds
402,Ferkessedougou,CI,9.6,-5.2,72.97,93,48,2.48,light rain
403,Nome,US,64.5011,-165.4064,35.67,55,40,16.11,scattered clouds
404,Yaan,NG,7.3833,8.5667,72.32,96,100,5.23,moderate rain
405,Cayenne,GF,4.9333,-52.3333,83.08,79,0,4.0,clear sky
406,Kutum,SD,14.2,24.6667,74.66,25,5,8.3,clear sky
407,Skibbereen,IE,51.55,-9.2667,55.2,84,93,25.97,overcast clouds
408,Los Llanos De Aridane,ES,28.6585,-17.9182,74.12,50,90,16.11,overcast clouds
409,Berberati,CF,4.2612,15.7922,68.67,99,100,1.14,overcast clouds
410,Derzhavinsk,KZ,51.1,66.3167,35.29,83,68,8.21,broken clouds
411,Jizan,SA,17.3333,42.6667,86.94,68,83,3.98,broken clouds
412,Katangli,RU,51.7102,143.2326,55.71,60,1,15.08,clear sky
413,Bikin,RU,46.8161,134.26,54.93,60,0,2.91,clear sky
414,Turan,VN,16.0678,108.2208,84.25,70,20,4.61,few clouds
415,Hofn,IS,64.2539,-15.2082,44.44,82,100,23.67,overcast clouds
416,Kharp,RU,66.8014,65.8081,33.71,88,93,8.75,overcast clouds
417,Constitucion,CL,-35.3333,-72.4167,48.45,78,6,9.69,clear sky
418,Makakilo City,US,21.3469,-158.0858,82.72,61,1,18.41,clear sky
419,Guarapari,BR,-20.6667,-40.4975,73.29,89,97,6.8,overcast clouds
420,Shelburne,CA,44.0787,-80.2041,51.85,87,0,4.52,clear sky
421,Nanortalik,GL,60.1432,-45.2371,37.69,65,0,7.76,clear sky
422,Bosaso,SO,11.2842,49.1816,87.42,58,94,4.27,overcast clouds
423,Kokkola,FI,63.8385,23.1307,43.93,87,20,1.99,few clouds
424,Baculin,PH,7.4525,126.5842,84.92,69,19,3.38,few clouds
425,Olinda,BR,-8.0089,-34.8553,78.53,83,75,9.22,broken clouds
426,Miles City,US,46.4083,-105.8406,63.57,34,1,4.61,clear sky
427,Buala,SB,-8.145,159.5921,84.65,67,100,6.46,light rain
428,Itanhem,BR,-17.1664,-40.33,70.27,84,5,7.18,clear sky
429,Kargasok,RU,59.0556,80.8572,35.22,88,100,5.44,overcast clouds
430,Dicabisagan,PH,17.0818,122.4157,85.1,70,100,0.83,overcast clouds
431,Kanye,BW,-24.9667,25.3327,59.16,79,24,17.47,light rain
432,Talcahuano,CL,-36.7167,-73.1167,51.48,76,0,4.61,clear sky
433,Beringovskiy,RU,63.05,179.3167,30.56,78,100,17.74,overcast clouds
434,Kenai,US,60.5544,-151.2583,46.02,59,20,14.97,few clouds
435,Verkhnyaya Tishanka,RU,51.3239,40.5328,41.2,79,10,5.26,clear sky
436,Zitiste,RS,45.485,20.5497,57.11,85,100,5.03,overcast clouds
437,Palmer,US,42.1584,-72.3287,53.46,77,20,3.44,few clouds
438,Chernyy Yar,RU,48.0624,46.1091,42.46,57,0,6.02,clear sky
439,Manacapuru,BR,-3.2997,-60.6206,73.98,79,92,1.39,overcast clouds
440,Arroyo,ES,41.6096,-4.7969,64.18,57,0,4.61,clear sky
441,Krasnoselkup,RU,65.7,82.4667,29.25,96,97,14.23,overcast clouds
442,Portmore,JM,17.9702,-76.8672,78.76,87,20,12.66,few clouds
443,Puurmani,EE,58.5738,26.2878,43.02,84,100,5.55,overcast clouds
444,Kodinsk,RU,58.6881,99.1844,35.42,80,99,4.18,overcast clouds
445,Wewak,PG,-3.5534,143.6268,83.1,74,100,3.58,heavy intensity rain
446,Isiro,CD,2.7739,27.616,64.54,99,100,0.34,light rain
447,Iwakura,JP,35.2833,136.8667,76.17,75,100,10.16,light rain
448,San Quintin,MX,30.4833,-115.95,70.75,74,0,9.4,clear sky
449,Havoysund,NO,70.9963,24.6622,45.48,83,21,11.61,few clouds
450,Caruray,PH,10.3094,119.0128,84.78,73,60,2.71,broken clouds
451,Sept-Iles,CA,50.2001,-66.3821,41.52,91,90,5.01,overcast clouds
452,Brae,GB,60.3964,-1.353,48.11,88,100,9.17,overcast clouds
453,Susanville,US,40.4163,-120.653,69.82,22,0,1.01,clear sky
454,Acarau,BR,-2.8856,-40.12,78.71,85,64,9.86,broken clouds
455,Wana,PK,32.2989,69.5725,73.26,61,1,2.13,clear sky
456,Inirida,CO,3.8653,-67.9239,73.8,96,93,2.86,overcast clouds
457,Sheltozero,RU,61.3667,35.3667,45.34,84,100,4.09,light rain
458,Banjar,ID,-8.19,114.9675,80.46,63,9,5.91,clear sky
459,Bull Savanna,JM,17.8868,-77.5902,78.49,76,1,1.59,clear sky
460,Mount Darwin,ZW,-16.7725,31.5838,60.49,87,0,4.03,clear sky
461,Kysyl-Syr,RU,63.8986,122.7617,33.82,51,17,6.29,few clouds
462,Yenagoa,NG,4.9247,6.2642,74.25,97,100,5.37,light rain
463,Mae Ramat,TH,16.984,98.5166,80.92,94,80,0.49,broken clouds
464,Sokolo,ML,14.7328,-6.1219,87.49,43,100,10.16,overcast clouds
465,Lewistown,US,40.5992,-77.5714,57.78,77,34,2.86,scattered clouds
466,Robinson,US,31.4677,-97.1147,84.2,68,1,1.01,clear sky
467,Fort-Shevchenko,KZ,44.5086,50.263,54.77,45,99,10.96,overcast clouds
468,San Nicolas,PH,18.1725,120.5953,82.31,78,75,4.61,broken clouds
469,Izmir,TR,38.4622,27.0923,65.71,59,0,17.27,clear sky
470,Danshui,CN,22.7984,114.4672,89.94,69,0,1.88,clear sky
471,Porbandar,IN,21.6422,69.6093,80.42,87,100,14.41,overcast clouds
472,Sarakhs,IR,36.5449,61.1577,59.14,55,0,4.61,clear sky
473,Lukang,TW,24.0567,120.4352,88.21,69,6,3.56,clear sky
474,Grand Forks,US,47.9417,-97.4337,69.78,62,90,10.36,overcast clouds
475,Bad Liebenwerda,DE,51.5167,13.4,47.95,87,82,6.04,broken clouds
476,Karatsu,JP,33.4425,129.9697,78.67,54,88,11.99,overcast clouds
477,Chambery,FR,45.5667,5.9333,55.35,93,0,2.3,clear sky
478,Lumberton,US,34.6182,-79.0086,74.34,68,95,6.76,overcast clouds
479,Takoradi,GH,4.8845,-1.7554,76.1,90,84,7.45,broken clouds
480,Bairnsdale,AU,-37.8333,147.6167,68.05,71,34,1.01,scattered clouds
481,Dodge City,US,37.7528,-100.0171,63.25,76,1,1.99,clear sky
482,Nan,TH,18.8333,100.6667,78.82,89,20,2.3,few clouds
483,Masvingo,ZW,-20.0637,30.8277,61.97,77,0,4.79,clear sky
484,Okoneshnikovo,RU,54.8377,75.0834,37.26,78,99,9.24,overcast clouds
485,Aktash,RU,50.3,87.7333,30.65,83,100,6.11,light snow
486,Lompoc,US,34.6391,-120.4579,84.38,58,1,8.05,clear sky
487,Goderich,CA,43.7501,-81.7165,52.92,87,6,3.44,clear sky
488,Kawai,JP,34.2333,135.85,71.02,93,100,5.66,light rain
489,Tommot,RU,58.9564,126.2925,32.07,97,100,9.57,snow
490,Rutana,BI,-3.8667,30.1,64.42,59,100,2.48,light rain
491,Kandrian,PG,-6.2167,149.55,83.26,78,77,4.12,light rain
492,Edgewood,US,39.4187,-76.2944,66.11,80,40,0.0,scattered clouds
493,Urumqi,CN,43.801,87.6005,63.55,30,0,13.42,clear sky
494,Jiaohe,CN,43.7286,127.3447,53.44,57,0,2.04,clear sky
495,Constantine,DZ,36.365,6.6147,62.01,82,20,2.3,few clouds
496,Vestmanna,FO,62.1564,-7.1664,47.32,93,75,10.36,broken clouds
497,Wejherowo,PL,54.6057,18.2356,46.83,83,0,1.01,clear sky
498,Erzurum,TR,40.0,41.5,47.88,90,56,3.44,light rain
499,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,93,90,19.57,overcast clouds
500,Tocopilla,CL,-22.092,-70.1979,63.91,71,21,9.69,few clouds
501,Najran,SA,17.4924,44.1277,68.65,16,100,2.82,overcast clouds
502,Shimoda,JP,34.6667,138.95,68.36,92,100,33.84,light rain
503,Progreso,MX,21.2833,-89.6667,84.31,78,12,14.79,few clouds
504,Gizo,SB,-8.103,156.8419,84.31,70,100,7.96,overcast clouds
505,Iqaluit,CA,63.7506,-68.5145,26.33,100,1,2.3,fog
506,Tierranueva,MX,21.6833,-100.5667,65.3,84,71,7.61,broken clouds
507,Nacogdoches,US,31.6002,-94.6335,77.18,89,1,0.0,clear sky
508,Muzhi,RU,65.3667,64.6667,32.97,81,27,12.66,scattered clouds
509,Van,TR,38.4924,43.3831,56.55,38,20,9.22,few clouds
510,Pareora,NZ,-44.4871,171.2132,59.18,55,0,9.15,clear sky
511,Inndyr,NO,67.0338,14.0276,51.78,77,31,10.31,scattered clouds
512,Zambezi,ZM,-13.5432,23.1047,71.96,51,85,2.64,overcast clouds
513,Chimbote,PE,-9.0853,-78.5783,63.81,85,62,5.64,broken clouds
514,Saldanha,ZA,-33.0117,17.9442,53.65,90,0,11.12,clear sky
515,Mandera,KE,3.9366,41.867,77.68,67,35,13.15,scattered clouds
516,Tucuman,AR,-26.8241,-65.2226,78.8,57,0,0.0,clear sky
517,Khorinsk,RU,52.1657,109.7726,32.85,70,86,1.95,overcast clouds
518,Severnoye,RU,56.3491,78.3619,35.78,89,100,7.43,overcast clouds
519,Maltahohe,NA,-24.8333,16.9833,51.04,55,0,11.16,clear sky
520,Gravelbourg,CA,49.8834,-106.5512,61.07,20,0,9.28,clear sky
521,Yongan,CN,39.6957,113.6871,57.96,41,0,3.31,clear sky
522,Port Moresby,PG,-9.4431,147.1797,85.42,70,75,11.5,haze
523,Mana,GF,5.6592,-53.7767,79.41,83,48,9.33,scattered clouds
524,Straumen,NO,63.8709,11.2999,55.51,76,49,15.84,scattered clouds
525,Maarianhamina,AX,60.0973,19.9348,53.46,94,90,17.27,overcast clouds
526,Saint-Augustin,CA,51.226,-58.6502,46.51,92,100,24.47,overcast clouds
527,Hambantota,LK,6.1241,81.1185,79.14,100,20,3.44,few clouds
528,Orcopampa,PE,-15.2661,-72.3417,47.12,63,100,1.83,overcast clouds
529,Wanaka,NZ,-44.7,169.15,60.12,47,3,3.0,clear sky
530,Khorramshahr,IR,30.4397,48.1664,84.16,28,0,4.61,clear sky
531,Aksu,CN,41.1231,80.2644,64.47,22,2,2.53,clear sky
532,Yar-Sale,RU,66.8333,70.8333,34.09,86,100,19.82,overcast clouds
533,Charters Towers,AU,-20.1,146.2667,80.06,53,78,12.66,broken clouds
534,Arrecife,ES,28.963,-13.5477,73.47,78,0,11.5,clear sky
535,Banyo,CM,6.75,11.8167,65.79,96,100,1.79,light rain
536,Koraput,IN,18.8167,82.7167,70.5,92,98,1.45,overcast clouds
537,Laguna,US,38.421,-121.4238,87.94,21,1,1.01,clear sky
538,Sibu,MY,2.3,111.8167,79.11,94,40,3.44,scattered clouds
539,Tchibanga,GA,-2.85,11.0333,70.23,95,100,2.33,light rain
540,Juazeiro,BR,-9.4117,-40.4986,84.38,42,0,5.75,clear sky
541,Esil,KZ,51.9556,66.4042,34.72,85,18,7.74,few clouds
542,Banamba,ML,13.55,-7.45,79.27,62,92,5.61,overcast clouds
543,Okhotsk,RU,59.3833,143.3,34.61,94,100,12.48,light rain
544,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,94,20,4.14,few clouds
545,Cootamundra,AU,-34.65,148.0333,65.95,76,13,6.96,few clouds
546,Dingzhou,CN,38.5131,114.9956,68.11,69,12,12.68,few clouds
547,Kolpashevo,RU,58.3131,82.9089,36.0,98,100,5.01,light rain
548,Celestun,MX,20.8667,-90.4,82.63,75,99,16.98,overcast clouds
549,Kabinda,CD,-6.1333,24.4833,65.82,91,100,5.35,overcast clouds
550,San Cristobal,VE,7.7669,-72.225,68.18,99,58,1.86,broken clouds
551,Fare,PF,-16.7,-151.0167,78.78,74,0,17.94,clear sky
552,Egvekinot,RU,66.3167,-179.1667,21.33,78,81,11.12,broken clouds
553,Bandar,ID,2.05,99.75,75.94,83,100,1.99,overcast clouds
554,Puerto Berrio,CO,6.4916,-74.4033,73.78,92,90,1.77,overcast clouds
555,Sobolevo,RU,54.4299,31.8996,37.63,91,58,5.66,broken clouds
556,Khash,IR,28.2211,61.2158,69.55,22,40,5.26,scattered clouds
557,Voh,NC,-20.9667,164.7,83.53,56,69,8.03,broken clouds
558,Amudat,UG,1.95,34.95,71.42,68,100,0.36,overcast clouds
559,Blora,ID,-6.9698,111.4186,82.76,64,69,9.46,broken clouds
560,Waipawa,NZ,-41.4122,175.5153,56.3,57,2,4.09,clear sky
561,Mansoa,GW,12.0733,-15.3189,77.97,87,99,4.76,overcast clouds
562,Kirakira,SB,-10.4544,161.9205,84.63,69,99,8.41,overcast clouds
563,Rovaniemi,FI,66.5,25.7167,44.01,93,90,6.91,overcast clouds
564,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.83,66,54,8.88,broken clouds
565,Cervo,ES,43.6702,-7.4101,58.19,77,100,5.86,overcast clouds
566,Bandundu,CD,-3.3167,17.3667,70.52,97,100,0.67,overcast clouds
567,Pochutla,MX,15.7432,-96.4661,82.81,86,97,0.94,overcast clouds
568,Luangwa,ZM,-15.6167,30.4167,78.26,51,0,10.2,clear sky
569,Manokwari,ID,-0.8667,134.0833,83.79,68,23,4.41,few clouds
570,Bayshore Gardens,US,27.4253,-82.5904,84.24,62,1,8.05,clear sky
571,Karaton,ID,-6.3424,106.1045,82.96,77,100,5.95,overcast clouds
572,Udachnyy,RU,66.4167,112.4,35.64,50,45,2.73,scattered clouds
573,Indramayu,ID,-6.3264,108.32,83.64,63,94,6.53,overcast clouds
574,North Myrtle Beach,US,33.816,-78.68,76.1,83,75,6.91,broken clouds
575,Great Falls,US,47.5002,-111.3008,69.6,27,1,3.0,clear sky
576,Cabedelo,BR,-6.9811,-34.8339,75.87,84,17,12.17,few clouds
577,Maracaibo,VE,10.6317,-71.6406,79.34,83,43,7.63,scattered clouds
578,Kanniyakumari,IN,8.0833,77.5667,79.84,80,100,12.82,overcast clouds
579,Taunggyi,MM,20.7833,97.0333,66.74,93,63,1.1,broken clouds
580,Naryan-Mar,RU,67.6713,53.087,32.52,84,80,1.34,broken clouds
581,Ushtobe,KZ,45.2514,77.9838,47.39,72,100,14.81,light rain
582,Melfi,IT,40.9965,15.6514,61.09,92,6,3.38,clear sky
583,Boone,US,39.0334,-92.3335,71.65,61,60,4.0,broken clouds
584,Lukovetskiy,RU,64.2956,41.9211,46.38,96,82,3.24,broken clouds
585,Novaya Igirma,RU,57.1334,103.9112,32.43,76,21,2.89,few clouds
586,Bitung,ID,1.4451,125.1824,92.25,69,4,6.6,clear sky
587,Arman,RU,59.7,150.1667,36.39,87,100,17.0,light rain
588,Usevya,TZ,-7.1,31.2333,76.5,40,26,8.16,scattered clouds
589,Aktau,KZ,43.65,51.2,39.78,42,100,12.82,overcast clouds
590,Behshahr,IR,36.6923,53.5526,69.06,80,91,6.58,overcast clouds
591,Vondrozo,MG,-22.8167,47.2833,60.4,96,58,0.92,broken clouds
592,Hefei,CN,31.8639,117.2808,77.02,78,0,4.47,clear sky
593,La Libertad,EC,-2.2333,-80.9,70.0,80,13,9.4,few clouds
594,Mitsamiouli,KM,-11.3847,43.2844,75.69,82,6,9.33,clear sky
595,Peterhead,GB,57.5058,-1.7981,52.2,87,100,9.53,moderate rain
596,Jimenez,MX,28.3333,-105.4,79.54,28,5,1.3,clear sky
597,Arkhangelsk,RU,64.5401,40.5433,46.51,93,75,0.0,broken clouds
598,Ukiah,US,39.1502,-123.2078,88.12,29,1,4.61,clear sky
599,Puerto Carreno,CO,6.189,-67.4859,78.39,85,100,1.99,overcast clouds
600,Garowe,SO,8.4054,48.4845,76.77,71,82,15.95,broken clouds
601,Batemans Bay,AU,-35.7167,150.1833,74.19,49,81,4.76,broken clouds
602,Dalbandin,PK,28.8947,64.4101,78.22,34,7,2.44,clear sky
603,Rio Gallegos,AR,-51.6226,-69.2181,41.05,48,0,14.97,clear sky
604,Manturovo,RU,58.3353,44.7619,42.15,98,77,4.81,broken clouds
605,Gerardmer,FR,48.0735,6.8779,42.08,65,64,2.77,broken clouds
606,Cedar City,US,37.6775,-113.0619,58.17,27,1,8.05,clear sky
607,Ornskoldsvik,SE,63.2909,18.7153,48.02,100,90,10.36,drizzle
608,Caconda,AO,-13.7333,15.0667,59.25,80,5,4.27,clear sky
609,Broken Hill,AU,-31.95,141.4333,64.11,55,90,16.11,overcast clouds
610,Pleasanton,US,37.6624,-121.8747,87.42,25,1,1.01,clear sky
611,Alfenas,BR,-21.4292,-45.9472,73.49,55,20,9.46,few clouds
612,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,0.0,few clouds
613,Funtua,NG,11.5233,7.3081,71.73,78,95,6.46,overcast clouds
614,Ketchikan,US,55.3422,-131.6461,53.58,87,90,3.44,light rain
615,Viedma,AR,-40.8135,-62.9967,58.66,26,53,9.69,broken clouds
616,Aromashevo,RU,56.8602,68.6375,34.43,97,100,9.95,light rain
617,Lubao,PH,14.9167,120.55,87.82,77,88,0.6,overcast clouds
618,Bimbo,CF,4.2567,18.4158,73.33,94,40,0.0,thunderstorm
619,Zhicheng,CN,30.2956,111.5047,77.76,67,0,0.43,light rain
620,Lorengau,PG,-2.0226,147.2712,78.66,87,100,8.01,very heavy rain
621,Choya,RU,52.0108,86.5467,41.9,98,100,5.1,moderate rain
622,Charleston,US,32.7766,-79.9309,76.01,89,75,0.0,broken clouds
623,Neiafu,TO,-18.65,-173.9833,81.28,74,75,13.8,broken clouds
624,Brunico,IT,46.7958,11.9364,56.41,93,85,0.65,overcast clouds
625,Sulangan,PH,11.1373,123.7228,83.61,74,95,3.69,overcast clouds
626,Latacunga,EC,-0.9333,-78.6167,52.14,87,75,1.14,broken clouds
627,Kovernino,RU,57.1253,43.8142,41.0,98,72,5.23,broken clouds
628,Kuminskiy,RU,58.6667,66.5667,35.71,80,100,11.86,overcast clouds
629,Villarrica,PY,-25.75,-56.4333,85.46,37,83,2.93,broken clouds
630,Lagoa,PT,39.05,-27.9833,70.12,86,20,4.52,few clouds
631,Ucar,AZ,40.519,47.6542,56.26,80,100,5.35,overcast clouds
632,Namatanai,PG,-3.6667,152.4333,83.64,71,99,8.21,light rain
633,Edremit,TR,39.5961,27.0244,60.55,59,0,16.11,clear sky
634,Khorixas,NA,-20.3667,14.9667,57.29,43,0,3.47,clear sky
635,Karratha,AU,-20.7377,116.8463,82.15,36,3,12.19,clear sky
636,Camana,PE,-16.6228,-72.7111,62.85,83,22,4.88,few clouds
637,Oussouye,SN,12.485,-16.5469,79.41,85,51,5.53,broken clouds
638,Babu,CN,24.4167,111.5167,84.43,71,36,1.03,scattered clouds
639,Lasa,IT,46.6166,10.7002,56.03,90,72,2.33,broken clouds
640,Peniche,PT,39.3558,-9.3811,62.74,92,100,14.0,overcast clouds
641,Aloleng,PH,16.1307,119.7824,83.12,77,8,1.9,clear sky
642,Suntar,RU,62.1444,117.6319,34.36,62,63,4.83,broken clouds
643,Baruun-Urt,MN,46.6806,113.2792,39.29,44,7,8.05,clear sky
644,Wahiawa,US,21.5028,-158.0236,80.92,65,1,18.41,clear sky
645,Omsukchan,RU,62.5333,155.8,26.15,82,100,8.63,overcast clouds
646,Sioux Lookout,CA,50.1001,-91.917,70.18,94,40,0.0,scattered clouds
647,Delijan,IR,33.9905,50.6838,70.72,25,0,2.42,clear sky
648,Salinopolis,BR,-0.6136,-47.3561,79.23,82,43,8.21,scattered clouds
649,Pendleton,US,45.6721,-118.7886,74.39,36,90,1.99,overcast clouds
650,Acajutla,SV,13.5928,-89.8275,80.64,81,24,3.4,light rain
651,Linxia,CN,35.6003,103.2064,59.36,44,0,1.95,clear sky
652,Saskatoon,CA,52.1168,-106.6345,67.98,27,40,5.01,scattered clouds
653,Port-Gentil,GA,-0.7193,8.7815,77.52,86,100,15.7,light rain
654,Valleyview,CA,55.0667,-117.2859,55.44,54,100,6.91,overcast clouds
655,Oksfjord,NO,70.2396,22.3479,45.52,83,63,6.82,broken clouds
656,Namyslow,PL,51.0759,17.7228,51.58,68,89,6.46,overcast clouds
657,Madimba,TZ,-10.4,40.3333,73.29,89,43,4.21,scattered clouds
658,Bunbury,AU,-33.3333,115.6333,62.82,85,100,16.8,light rain
659,Lucea,JM,18.451,-78.1736,84.06,76,1,9.19,clear sky
660,Newtownards,GB,54.5924,-5.6909,54.52,95,75,3.0,broken clouds
661,Bozeman,US,45.6796,-111.0386,55.72,36,0,4.0,clear sky
662,Rocha,UY,-34.4833,-54.3333,56.23,98,100,15.43,overcast clouds
663,Oranjemund,NA,-28.55,16.4333,56.25,93,46,5.73,scattered clouds
664,Methven,NZ,-43.6333,171.65,56.91,55,0,4.99,clear sky
665,Houma,US,29.5958,-90.7195,79.0,89,100,6.2,overcast clouds
666,Herat,AF,34.5,62.0,59.02,41,0,14.0,clear sky
667,Tilichiki,RU,60.4667,166.1,36.39,32,19,6.2,few clouds
668,Chivay,PE,-15.6383,-71.6011,49.17,38,15,4.81,few clouds
669,Dauriya,RU,49.9333,116.8667,38.32,58,53,9.82,broken clouds
670,Limbazi,LV,57.5129,24.7194,45.03,90,100,7.14,light rain
671,Kropotkin,RU,45.4375,40.5756,45.55,52,6,18.92,clear sky
672,Mayna,RU,54.1135,47.6231,42.48,85,100,6.71,overcast clouds
673,Salamiyah,SY,35.0113,37.0532,65.52,75,0,5.06,clear sky
674,Eenhana,NA,-17.4667,16.3333,65.95,21,5,7.16,clear sky
675,Karasburg,NA,-28.0167,18.75,51.96,62,0,12.12,clear sky
676,Karpathos,GR,35.507,27.2132,69.76,64,0,34.52,clear sky
677,Quilmana,PE,-12.95,-76.3833,65.82,80,72,2.93,broken clouds
678,Mackay,AU,-21.15,149.2,83.68,65,75,11.5,broken clouds
679,Oda,JP,35.1833,132.5,77.77,69,55,11.68,broken clouds
680,Soyo,AO,-6.1349,12.3689,75.27,83,100,6.06,overcast clouds
681,Saint Anthony,US,45.0205,-93.218,75.7,77,90,1.01,overcast clouds
682,Kununurra,AU,-15.7667,128.7333,94.98,21,5,12.66,clear sky
683,Dusti,TJ,37.3481,68.664,66.92,31,97,1.21,overcast clouds
684,Along,IN,28.1667,94.7667,74.34,97,64,0.51,broken clouds
685,Jacareacanga,BR,-6.2222,-57.7528,73.69,96,100,0.72,overcast clouds
686,Castres,FR,43.5833,2.1667,55.17,87,0,4.61,clear sky
687,Swift Current,CA,50.2834,-107.8014,61.61,25,1,11.5,clear sky
